post_id,category,commodity,target_roles,location_state,location_city,latitude,longitude,qty_min_mt,qty_max_mt,price_per_unit_inr,created_at,expires_at,is_active,vec_commodity_rice,vec_commodity_wheat,vec_co  mmodity_cotton,vec_commodity_sugar,vec_commodity_soybean,vec_commodity_maize,vec_commodity_spices,vec_commodity_pulses,vec_commodity_groundnut,vec_commodity_mustard,vec_role_trader,vec_role_exporter,vec_role_broker,vec_geo_x,vec_geo_y,vec_geo_z,vec_qty_min_norm,vec_qty_max_norm,recency_score
bfa05849-5d59-48a1-8c2a-e2103b88e36f,market_update,soybean,exporter|trader,Punjab,Chandigarh,30.7333,76.7794,,,,2026-03-10T17:05:25.208915+00:00,2026-03-12T17:05:25.208915+00:00,False,0,0,0,0,1,0,0,0,0,0,1,1,0,0.196581,0.836774,0.511043,0.0,0.0,0.006242
e4771044-6db7-4349-9d55-3ec8771295c8,market_update,wheat,exporter,Punjab,Amritsar,31.634,74.8723,,,,2026-04-02T19:38:33.578815+00:00,2026-04-04T19:38:33.578815+00:00,True,0,1,0,0,0,0,0,0,0,0,0,1,0,0.222195,0.821911,0.524491,0.0,0.0,0.112447
e11d16e2-a661-49a0-8635-de95bf28eccb,deal_req,cotton,broker,Maharashtra,Mumbai,19.076,72.8777,20.0,140.0,62545.42,2026-03-22T15:53:11.714764+00:00,2026-03-29T15:53:11.714764+00:00,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0.278245,0.903198,0.326822,0.004,0.028,0.104524
1d391496-8e2f-4ab1-8575-dfbaeb3a8d5a,knowledge,groundnut,broker|trader,Gujarat,Rajkot,22.3039,70.8022,,,,2026-04-02T22:50:06.089555+00:00,2026-07-01T22:50:06.089555+00:00,True,0,0,0,0,0,0,0,0,1,0,1,0,1,0.304229,0.873733,0.379519,0.0,0.0,0.778913
8e726edd-f460-4405-a25b-5115605e9b62,discussion,soybean,trader,Karnataka,Hubli,15.3647,75.124,,,,2026-03-30T04:04:34.775915+00:00,2026-04-13T04:04:34.775915+00:00,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0.247552,0.93194,0.264962,0.0,0.0,0.098569
4136c501-bf9f-4c7b-bea5-edaa98a8e247,discussion,soybean,broker|trader,Rajasthan,Jodhpur,26.2389,73.0243,,,,2026-04-02T19:36:27.231335+00:00,2026-04-16T19:36:27.231335+00:00,True,0,0,0,0,1,0,0,0,0,0,1,0,1,0.261881,0.857877,0.442115,0.0,0.0,0.254886
c8178036-61ae-46d8-856f-7dcfe4cdfa2b,deal_req,cotton,broker,Gujarat,Surat,21.1702,72.8311,54.0,83.0,61825.34,2026-03-26T10:17:00.761000+00:00,2026-04-02T10:17:00.761000+00:00,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0.275268,0.890958,0.36114,0.0108,0.0166,0.121908
aa10e316-85da-48b1-9ac7-a3a12fe9ff21,market_update,sugar,broker|exporter|trader,Tamil Nadu,Coimbatore,11.0168,76.9558,,,,2026-03-17T12:37:30.699552+00:00,2026-03-19T12:37:30.699552+00:00,False,0,0,0,1,0,0,0,0,0,0,1,1,1,0.221543,0.956243,0.191097,0.0,0.0,0.008182
40e9d51d-b9af-44a1-8b42-d0cd69ae71a5,market_update,mustard,broker,Haryana,Hisar,29.1492,75.7217,,,,2026-03-23T20:11:39.681980+00:00,2026-03-25T20:11:39.681980+00:00,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0.215397,0.846376,0.487086,0.0,0.0,0.011886
6547be89-0d33-4a37-884a-fb38fa88970e,deal_req,pulses,broker|trader,Haryana,Hisar,29.1492,75.7217,169.0,221.0,70660.88,2026-03-31T18:22:08.785439+00:00,2026-04-07T18:22:08.785439+00:00,True,0,0,0,0,0,0,0,1,0,0,1,0,1,0.215397,0.846376,0.487086,0.0338,0.0442,0.188723
f146c072-5fd2-4faa-a11c-299f30f2608b,deal_req,maize,broker|exporter|trader,Rajasthan,Jaipur,26.9124,75.7873,235.0,378.0,24405.09,2026-03-16T20:45:10.703459+00:00,2026-03-23T20:45:10.703459+00:00,False,0,0,0,0,0,1,0,0,0,0,1,1,1,0.218932,0.864406,0.452628,0.047,0.0756,0.089079
9ad92cff-a3e0-4a2e-af6c-c367f42eedc0,deal_req,pulses,exporter,Odisha,Bhubaneswar,20.2961,85.8245,117.0,332.0,97822.35,2026-04-02T08:25:12.920759+00:00,2026-04-09T08:25:12.920759+00:00,True,0,0,0,0,0,0,0,1,0,0,0,1,0,0.068291,0.935423,0.346872,0.0234,0.0664,0.269265
8f99d1cd-2f46-46c8-b710-d7606ac74ef6,deal_req,sugar,broker|exporter|trader,Maharashtra,Nagpur,21.1458,79.0882,434.0,1197.0,35268.01,2026-04-03T07:58:24.239371+00:00,2026-04-10T07:58:24.239371+00:00,True,0,0,0,1,0,0,0,0,0,0,1,1,1,0.176551,0.915803,0.360742,0.0868,0.2394,0.642123
419e059a-1935-4f76-b0a6-5ebb6d97d691,market_update,maize,exporter,Rajasthan,Jodhpur,26.2389,73.0243,,,,2026-03-16T15:10:05.114558+00:00,2026-03-18T15:10:05.114558+00:00,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0.261881,0.857877,0.442115,0.0,0.0,0.007852
41677cf7-6df7-48a8-b271-74eeab0fdc40,knowledge,wheat,exporter|trader,Rajasthan,Jodhpur,26.2389,73.0243,,,,2026-03-23T16:38:37.075114+00:00,2026-06-21T16:38:37.075114+00:00,True,0,1,0,0,0,0,0,0,0,0,1,1,0,0.261881,0.857877,0.442115,0.0,0.0,0.573823
60040c51-40d1-4e30-9b40-0447a79f7c08,knowledge,wheat,exporter,Andhra Pradesh,Hyderabad,17.385,78.4867,,,,2026-03-27T16:56:29.986233+00:00,2026-06-25T16:56:29.986233+00:00,True,0,1,0,0,0,0,0,0,0,0,0,1,0,0.190478,0.935116,0.298791,0.0,0.0,0.601219
516d7fd4-91b7-4088-8ba1-94b0e143bd86,deal_req,maize,broker|trader,Odisha,Bhubaneswar,20.2961,85.8245,139.0,721.0,22173.42,2026-03-23T08:00:19.619307+00:00,2026-03-30T08:00:19.619307+00:00,False,0,0,0,0,0,1,0,0,0,0,1,0,1,0.068291,0.935423,0.346872,0.0278,0.1442,0.107004
15fe843a-f58d-4466-945d-c1114e5f9f14,knowledge,pulses,exporter|trader,Chhattisgarh,Raipur,21.2514,81.6296,,,,2026-04-01T11:10:46.490810+00:00,2026-06-30T11:10:46.490810+00:00,True,0,0,0,0,0,0,0,1,0,0,1,1,0,0.135673,0.922071,0.362461,0.0,0.0,0.679264
1b12610f-0724-4738-8499-7458a87561a6,deal_req,maize,broker|exporter,Haryana,Gurugram,28.4595,77.0266,188.0,448.0,23819.92,2026-03-10T15:05:03.006217+00:00,2026-03-17T15:05:03.006217+00:00,False,0,0,0,0,0,1,0,0,0,0,0,1,1,0.197369,0.856713,0.476537,0.0376,0.0896,0.078898
65260822-d19c-49fe-88e9-53cd89a96715,knowledge,spices,exporter|trader,Punjab,Ludhiana,30.901,75.8573,,,,2026-03-24T15:15:17.133809+00:00,2026-06-22T15:15:17.133809+00:00,True,0,0,0,0,0,0,1,0,0,0,1,1,0,0.209655,0.832048,0.513556,0.0,0.0,0.579103
79485ec4-82f4-44f6-b74f-b39b7bdd518c,market_update,maize,broker|exporter|trader,Rajasthan,Jodhpur,26.2389,73.0243,,,,2026-03-26T07:18:34.651666+00:00,2026-03-28T07:18:34.651666+00:00,False,0,0,0,0,0,1,0,0,0,0,1,1,1,0.261881,0.857877,0.442115,0.0,0.0,0.014681
b7d88eaf-feeb-4ed2-bbbd-2901b861cfef,deal_req,mustard,broker,Karnataka,Bengaluru,12.9716,77.5946,85.0,308.0,59823.6,2026-03-08T22:28:14.361487+00:00,2026-03-15T22:28:14.361487+00:00,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0.209345,0.951729,0.224468,0.017,0.0616,0.076763
cccc8c29-18dd-453c-b44e-ce3e449b0cf3,deal_req,sugar,broker,Haryana,Hisar,29.1492,75.7217,846.0,1230.0,41628.92,2026-03-19T21:46:22.826647+00:00,2026-03-26T21:46:22.826647+00:00,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0.215397,0.846376,0.487086,0.1692,0.246,0.096107
3c51f069-e0db-4988-9795-76efd7dc8a21,discussion,cotton,trader,Maharashtra,Pune,18.5204,73.8567,,,,2026-04-02T12:59:02.411950+00:00,2026-04-16T12:59:02.411950+00:00,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0.263641,0.910822,0.317642,0.0,0.0,0.213123
69d8182f-6701-47df-8be8-ba2ed7525018,market_update,rice,exporter,Gujarat,Rajkot,22.3039,70.8022,,,,2026-03-22T15:06:35.474114+00:00,2026-03-24T15:06:35.474114+00:00,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0.304229,0.873733,0.379519,0.0,0.0,0.010901
92470dff-2a18-4cf7-8c06-fbf413aed960,deal_req,cotton,exporter,Karnataka,Bengaluru,12.9716,77.5946,70.0,76.0,67963.45,2026-03-10T16:51:16.599945+00:00,2026-03-17T16:51:16.599945+00:00,False,0,0,1,0,0,0,0,0,0,0,0,1,0,0.209345,0.951729,0.224468,0.014,0.0152,0.078996
bf58c340-d2a6-4495-abe7-b1b9fddf76fe,knowledge,pulses,exporter,Telangana,Warangal,17.9689,79.5941,,,,2026-03-09T21:18:19.586701+00:00,2026-06-07T21:18:19.586701+00:00,True,0,0,0,0,0,0,0,1,0,0,0,1,0,0.171811,0.935579,0.308501,0.0,0.0,0.528369
f0adb27c-e433-4f41-9ceb-1fad339d4b24,deal_req,maize,broker|exporter|trader,Chhattisgarh,Raipur,21.2514,81.6296,123.0,495.0,23186.74,2026-03-15T22:36:41.375627+00:00,2026-03-22T22:36:41.375627+00:00,False,0,0,0,0,0,1,0,0,0,0,1,1,1,0.135673,0.922071,0.362461,0.0246,0.099,0.087276
fa7122ad-871c-415b-9a47-a5669cd9f286,knowledge,sugar,exporter,Gujarat,Surat,21.1702,72.8311,,,,2026-03-19T18:44:08.702419+00:00,2026-06-17T18:44:08.702419+00:00,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0.275268,0.890958,0.36114,0.0,0.0,0.556305
889680bb-65db-4d43-9c41-0191ad3daa04,knowledge,cotton,trader,Karnataka,Hubli,15.3647,75.124,,,,2026-03-22T10:13:06.536623+00:00,2026-06-20T10:13:06.536623+00:00,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0.247552,0.93194,0.264962,0.0,0.0,0.56747
0b55d7f2-f309-4c45-a06a-503a0071760f,deal_req,sugar,broker|exporter|trader,Uttar Pradesh,Kanpur,26.4499,80.3319,821.0,1026.0,38046.89,2026-03-08T03:47:52.057598+00:00,2026-03-15T03:47:52.057598+00:00,False,0,0,0,1,0,0,0,0,0,0,1,1,1,0.150361,0.882608,0.445415,0.1642,0.2052,0.075846
a6dbaedb-e630-458a-8403-c9ca90cdc4e6,deal_req,pulses,exporter,Andhra Pradesh,Visakhapatnam,17.6868,83.2185,56.0,216.0,94459.4,2026-03-31T14:18:49.458137+00:00,2026-04-07T14:18:49.458137+00:00,True,0,0,0,0,0,0,0,1,0,0,0,1,0,0.112502,0.946066,0.303814,0.0112,0.0432,0.184184
98b5c671-8460-4fdf-afdf-fff639b8c92b,deal_req,maize,exporter,Uttar Pradesh,Agra,27.1767,78.0081,260.0,444.0,21999.87,2026-04-01T16:31:25.994603+00:00,2026-04-08T16:31:25.994603+00:00,True,0,0,0,0,0,1,0,0,0,0,0,1,0,0.184836,0.870188,0.456736,0.052,0.0888,0.223225
abe8a9c1-65f6-4ecd-85da-712808cef9ba,knowledge,rice,broker,Gujarat,Rajkot,22.3039,70.8022,,,,2026-03-09T16:12:42.643710+00:00,2026-06-07T16:12:42.643710+00:00,True,1,0,0,0,0,0,0,0,0,0,0,0,1,0.304229,0.873733,0.379519,0.0,0.0,0.527915
9fa34167-8f50-4603-b7a0-dbad8b5a3f74,discussion,wheat,exporter|trader,Rajasthan,Jodhpur,26.2389,73.0243,,,,2026-03-29T15:51:03.189921+00:00,2026-04-12T15:51:03.189921+00:00,True,0,1,0,0,0,0,0,0,0,0,1,1,0,0.261881,0.857877,0.442115,0.0,0.0,0.09319
f49f2bf4-f408-4e80-b5c7-9b5a07d33748,knowledge,cotton,trader,Maharashtra,Pune,18.5204,73.8567,,,,2026-03-10T18:33:11.822294+00:00,2026-06-08T18:33:11.822294+00:00,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0.263641,0.910822,0.317642,0.0,0.0,0.530311
44539c22-ece7-446a-b340-4609d9f7b9bd,knowledge,mustard,broker|exporter,Maharashtra,Nagpur,21.1458,79.0882,,,,2026-03-11T14:58:19.414930+00:00,2026-06-09T14:58:19.414930+00:00,True,0,0,0,0,0,0,0,0,0,1,0,1,1,0.176551,0.915803,0.360742,0.0,0.0,0.532255
e6e51a3b-7c59-45e8-a067-d6fe7b79f47f,deal_req,soybean,exporter,Uttar Pradesh,Kanpur,26.4499,80.3319,208.0,286.0,50938.73,2026-03-31T10:34:41.088404+00:00,2026-04-07T10:34:41.088404+00:00,True,0,0,0,0,1,0,0,0,0,0,0,1,0,0.150361,0.882608,0.445415,0.0416,0.0572,0.180323
e79c51bd-73eb-4cad-b053-c0e8fbb6355b,deal_req,soybean,trader,West Bengal,Kolkata,22.5726,88.3639,205.0,437.0,44271.44,2026-04-01T17:58:40.900761+00:00,2026-04-08T17:58:40.900761+00:00,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0.026364,0.923017,0.383854,0.041,0.0874,0.226357
9b912499-419d-47e7-8407-7f91bca30282,deal_req,maize,exporter|trader,Rajasthan,Jaipur,26.9124,75.7873,223.0,799.0,18860.6,2026-03-13T17:47:17.525132+00:00,2026-03-20T17:47:17.525132+00:00,False,0,0,0,0,0,1,0,0,0,0,1,1,0,0.218932,0.864406,0.452628,0.0446,0.1598,0.083442
b6297d85-d604-4f51-9c6f-6a63a3c398c7,deal_req,maize,exporter|trader,Odisha,Bhubaneswar,20.2961,85.8245,262.0,617.0,20018.86,2026-03-31T12:57:33.114127+00:00,2026-04-07T12:57:33.114127+00:00,True,0,0,0,0,0,1,0,0,0,0,1,1,0,0.068291,0.935423,0.346872,0.0524,0.1234,0.182751
f3376e67-3254-4664-8aaf-fea5926d3cc0,market_update,sugar,exporter,Maharashtra,Mumbai,19.076,72.8777,,,,2026-03-30T13:24:22.681214+00:00,2026-04-01T13:24:22.681214+00:00,False,0,0,0,1,0,0,0,0,0,0,0,1,0,0.278245,0.903198,0.326822,0.0,0.0,0.026485
84318884-f5a3-4c25-9656-77f5cab1480b,deal_req,sugar,exporter,Andhra Pradesh,Visakhapatnam,17.6868,83.2185,313.0,710.0,35952.02,2026-03-23T20:38:20.324825+00:00,2026-03-30T20:38:20.324825+00:00,False,0,0,0,1,0,0,0,0,0,0,0,1,0,0.112502,0.946066,0.303814,0.0626,0.142,0.109099
87fc295e-2d1e-4fea-a383-aad5b0054dfe,deal_req,rice,trader,West Bengal,Kolkata,22.5726,88.3639,73.0,185.0,44542.53,2026-03-25T11:56:24.406202+00:00,2026-04-01T11:56:24.406202+00:00,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0.026364,0.923017,0.383854,0.0146,0.037,0.116675
b0e5d33b-c246-4cae-8c5d-e8d1bd069fa1,knowledge,sugar,broker|exporter|trader,Uttar Pradesh,Kanpur,26.4499,80.3319,,,,2026-03-07T21:08:26.880006+00:00,2026-06-05T21:08:26.880006+00:00,True,0,0,0,1,0,0,0,0,0,0,1,1,1,0.150361,0.882608,0.445415,0.0,0.0,0.524237
93a84443-4240-4fa9-abc6-6a929a54bd94,deal_req,soybean,trader,Karnataka,Bengaluru,12.9716,77.5946,129.0,347.0,48413.13,2026-03-17T20:46:05.293542+00:00,2026-03-24T20:46:05.293542+00:00,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0.209345,0.951729,0.224468,0.0258,0.0694,0.09119
2ff24043-7c76-4ea9-a9fc-1b20d8b79105,knowledge,sugar,exporter|trader,Rajasthan,Jodhpur,26.2389,73.0243,,,,2026-03-15T13:02:41.986746+00:00,2026-06-13T13:02:41.986746+00:00,True,0,0,0,1,0,0,0,0,0,0,1,1,0,0.261881,0.857877,0.442115,0.0,0.0,0.542374
f981b468-f640-41d2-b5ea-40719ab4aed0,market_update,soybean,exporter,Rajasthan,Jaipur,26.9124,75.7873,,,,2026-03-10T05:48:29.799034+00:00,2026-03-12T05:48:29.799034+00:00,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0.218932,0.864406,0.452628,0.0,0.0,0.006145
1a25babf-dd10-4dec-a6b7-b589b7067db6,deal_req,pulses,broker,Uttar Pradesh,Agra,27.1767,78.0081,141.0,396.0,61733.11,2026-03-22T08:39:32.834064+00:00,2026-03-29T08:39:32.834064+00:00,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0.184836,0.870188,0.456736,0.0282,0.0792,0.103475
4e8f77c5-88ce-4f30-b118-be76e6ac4852,deal_req,sugar,broker|exporter,Maharashtra,Mumbai,19.076,72.8777,602.0,809.0,39201.14,2026-03-30T00:15:09.104266+00:00,2026-04-06T00:15:09.104266+00:00,True,0,0,0,1,0,0,0,0,0,0,0,1,1,0.278245,0.903198,0.326822,0.1204,0.1618,0.154403
0894e9ab-2a12-4c85-8ecc-611d1925e27d,deal_req,mustard,trader,Telangana,Warangal,17.9689,79.5941,128.0,251.0,58769.81,2026-03-26T07:27:03.433490+00:00,2026-04-02T07:27:03.433490+00:00,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0.171811,0.935579,0.308501,0.0256,0.0502,0.121199
bec7910d-27d8-4bcc-883f-3d7efd723f6c,market_update,rice,broker,Gujarat,Ahmedabad,23.0225,72.5714,,,,2026-03-10T20:40:39.046507+00:00,2026-03-12T20:40:39.046507+00:00,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0.275661,0.878099,0.391093,0.0,0.0,0.006274
c93c367a-7990-45f9-956b-23bd965973b8,deal_req,spices,exporter,Karnataka,Hubli,15.3647,75.124,11.0,18.0,371743.19,2026-03-18T01:18:33.521548+00:00,2026-03-25T01:18:33.521548+00:00,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0.247552,0.93194,0.264962,0.0022,0.0036,0.091609
118c51d9-7f80-4037-8873-14918edde243,knowledge,maize,broker|exporter,Madhya Pradesh,Bhopal,23.2599,77.4126,,,,2026-03-04T10:23:37.093599+00:00,2026-06-02T10:23:37.093599+00:00,True,0,0,0,0,0,1,0,0,0,0,0,1,1,0.200216,0.896641,0.394903,0.0,0.0,0.517881
b0969cf8-2b8c-44ee-bcb5-e9b1af866b8d,market_update,mustard,trader,Andhra Pradesh,Hyderabad,17.385,78.4867,,,,2026-03-09T14:54:02.781877+00:00,2026-03-11T14:54:02.781877+00:00,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0.190478,0.935116,0.298791,0.0,0.0,0.006022
